Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
03/04/2023 5:21:24 AM,"512","16.9","28","827.9"
03/04/2023 5:22:24 AM,"512","16.9","28","827.9"
03/04/2023 5:22:50 AM,"512","16.9","28","827.9"
03/04/2023 5:23:24 AM,"511","17.0","28","827.8"
03/04/2023 5:24:24 AM,"511","17.0","28","827.8"
03/04/2023 5:26:24 AM,"511","17.0","28","827.8"
03/04/2023 5:27:24 AM,"511","17.0","28","827.8"
03/04/2023 5:27:50 AM,"511","17.0","28","827.8"
03/04/2023 5:28:24 AM,"527","17.1","28","827.8"
03/04/2023 5:29:24 AM,"527","17.1","28","827.8"
03/04/2023 5:31:24 AM,"527","17.1","28","827.8"
03/04/2023 5:32:24 AM,"527","17.1","28","827.8"
03/04/2023 5:32:50 AM,"527","17.1","28","827.8"
03/04/2023 5:33:24 AM,"510","17.1","28","827.8"
03/04/2023 5:34:24 AM,"510","17.1","28","827.8"
03/04/2023 5:36:24 AM,"510","17.1","28","827.8"
03/04/2023 5:37:24 AM,"510","17.1","28","827.8"
03/04/2023 5:37:50 AM,"510","17.1","28","827.8"
03/04/2023 5:38:24 AM,"516","17.1","28","827.8"
03/04/2023 5:39:24 AM,"516","17.1","28","827.8"
03/04/2023 5:41:24 AM,"516","17.1","28","827.8"
03/04/2023 5:42:24 AM,"516","17.1","28","827.8"
03/04/2023 5:42:50 AM,"516","17.1","28","827.8"
03/04/2023 5:43:24 AM,"519","17.1","28","827.7"
03/04/2023 5:44:24 AM,"519","17.1","28","827.7"
03/04/2023 5:46:24 AM,"519","17.1","28","827.7"
03/04/2023 5:47:24 AM,"519","17.1","28","827.7"
03/04/2023 5:47:50 AM,"519","17.1","28","827.7"
03/04/2023 5:48:24 AM,"518","17.1","28","827.7"
03/04/2023 5:49:24 AM,"518","17.1","28","827.7"
03/04/2023 5:51:24 AM,"518","17.1","28","827.7"
03/04/2023 5:52:24 AM,"518","17.1","28","827.7"
03/04/2023 5:52:50 AM,"518","17.1","28","827.7"
03/04/2023 5:53:24 AM,"529","17.1","28","827.6"
03/04/2023 5:54:24 AM,"529","17.1","28","827.6"
03/04/2023 5:56:24 AM,"529","17.1","28","827.6"
03/04/2023 5:57:24 AM,"529","17.1","28","827.6"
03/04/2023 5:57:50 AM,"529","17.1","28","827.6"
03/04/2023 5:58:24 AM,"515","17.1","28","827.6"
03/04/2023 5:59:24 AM,"515","17.1","28","827.6"
03/04/2023 6:01:24 AM,"515","17.1","28","827.6"
03/04/2023 6:02:24 AM,"515","17.1","28","827.6"
03/04/2023 6:02:50 AM,"515","17.1","28","827.6"
03/04/2023 6:03:24 AM,"508","17.0","28","827.6"
03/04/2023 6:04:24 AM,"508","17.0","28","827.6"
03/04/2023 6:06:24 AM,"508","17.0","28","827.6"
03/04/2023 6:07:24 AM,"508","17.0","28","827.6"
03/04/2023 6:07:50 AM,"508","17.0","28","827.6"
03/04/2023 6:08:24 AM,"517","16.9","28","827.6"
03/04/2023 6:09:24 AM,"517","16.9","28","827.6"
03/04/2023 6:11:24 AM,"517","16.9","28","827.6"
03/04/2023 6:12:24 AM,"517","16.9","28","827.6"
03/04/2023 6:12:50 AM,"517","16.9","28","827.6"
03/04/2023 6:13:24 AM,"521","16.9","28","827.6"
03/04/2023 6:14:24 AM,"521","16.9","28","827.6"
03/04/2023 6:16:24 AM,"521","16.9","28","827.6"
03/04/2023 6:17:24 AM,"521","16.9","28","827.6"
03/04/2023 6:17:50 AM,"521","16.9","28","827.6"
03/04/2023 6:18:24 AM,"521","16.9","28","827.6"
03/04/2023 6:19:24 AM,"521","16.9","28","827.6"
03/04/2023 6:21:24 AM,"521","16.9","28","827.6"
03/04/2023 6:22:24 AM,"521","16.9","28","827.6"
03/04/2023 6:22:50 AM,"521","16.9","28","827.6"
03/04/2023 6:23:24 AM,"521","16.9","28","827.6"
03/04/2023 6:24:24 AM,"521","16.9","28","827.6"
03/04/2023 6:26:24 AM,"521","16.9","28","827.6"
03/04/2023 6:27:24 AM,"521","16.9","28","827.6"
03/04/2023 6:27:50 AM,"521","16.9","28","827.6"
03/04/2023 6:28:24 AM,"533","17.1","28","827.5"
03/04/2023 6:29:24 AM,"533","17.1","28","827.5"
03/04/2023 6:31:24 AM,"533","17.1","28","827.5"
03/04/2023 6:32:24 AM,"533","17.1","28","827.5"
03/04/2023 6:32:50 AM,"533","17.1","28","827.5"
03/04/2023 6:33:24 AM,"533","17.1","28","827.5"
03/04/2023 6:34:24 AM,"533","17.1","28","827.5"
03/04/2023 6:36:24 AM,"533","17.1","28","827.5"
03/04/2023 6:37:24 AM,"533","17.1","28","827.5"
03/04/2023 6:37:50 AM,"533","17.1","28","827.5"
03/04/2023 6:38:24 AM,"521","17.1","28","827.4"
03/04/2023 6:39:24 AM,"521","17.1","28","827.4"
03/04/2023 6:41:24 AM,"521","17.1","28","827.4"
03/04/2023 6:42:24 AM,"521","17.1","28","827.4"
03/04/2023 6:42:50 AM,"521","17.1","28","827.4"
03/04/2023 6:43:24 AM,"529","17.1","28","827.5"
03/04/2023 6:44:24 AM,"529","17.1","28","827.5"
03/04/2023 6:46:24 AM,"529","17.1","28","827.5"
03/04/2023 6:47:24 AM,"529","17.1","28","827.5"
03/04/2023 6:47:50 AM,"529","17.1","28","827.5"
03/04/2023 6:48:24 AM,"518","17.0","28","827.5"
03/04/2023 6:49:24 AM,"518","17.0","28","827.5"
03/04/2023 6:51:24 AM,"518","17.0","28","827.5"
03/04/2023 6:52:24 AM,"518","17.0","28","827.5"
03/04/2023 6:52:50 AM,"518","17.0","28","827.5"
03/04/2023 6:53:24 AM,"524","17.0","28","827.5"
03/04/2023 6:54:24 AM,"524","17.0","28","827.5"
03/04/2023 6:56:24 AM,"524","17.0","28","827.5"
03/04/2023 6:57:24 AM,"524","17.0","28","827.5"
03/04/2023 6:57:50 AM,"524","17.0","28","827.5"
03/04/2023 6:58:24 AM,"504","17.0","28","827.6"
03/04/2023 6:59:24 AM,"504","17.0","28","827.6"
03/04/2023 7:01:24 AM,"504","17.0","28","827.6"
03/04/2023 7:02:24 AM,"504","17.0","28","827.6"
03/04/2023 7:02:50 AM,"504","17.0","28","827.6"
03/04/2023 7:03:24 AM,"544","16.9","28","827.5"
03/04/2023 7:04:24 AM,"544","16.9","28","827.5"
03/04/2023 7:06:24 AM,"544","16.9","28","827.5"
03/04/2023 7:07:24 AM,"544","16.9","28","827.5"
03/04/2023 7:07:50 AM,"544","16.9","28","827.5"
03/04/2023 7:08:24 AM,"522","16.9","28","827.6"
03/04/2023 7:09:24 AM,"522","16.9","28","827.6"
03/04/2023 7:11:24 AM,"522","16.9","28","827.6"
03/04/2023 7:12:24 AM,"522","16.9","28","827.6"
03/04/2023 7:12:50 AM,"522","16.9","28","827.6"
03/04/2023 7:13:24 AM,"522","16.9","28","827.6"
03/04/2023 7:14:24 AM,"522","16.9","28","827.6"
03/04/2023 7:16:24 AM,"522","16.9","28","827.6"
03/04/2023 7:17:24 AM,"522","16.9","28","827.6"
03/04/2023 7:17:50 AM,"522","16.9","28","827.6"
03/04/2023 7:18:24 AM,"526","16.9","28","827.5"
03/04/2023 7:19:24 AM,"526","16.9","28","827.5"
03/04/2023 7:21:24 AM,"526","16.9","28","827.5"
03/04/2023 7:22:24 AM,"526","16.9","28","827.5"
03/04/2023 7:22:50 AM,"526","16.9","28","827.5"
03/04/2023 7:23:24 AM,"543","16.9","28","827.5"
03/04/2023 7:24:24 AM,"543","16.9","28","827.5"
03/04/2023 7:26:24 AM,"543","16.9","28","827.5"
03/04/2023 7:27:24 AM,"543","16.9","28","827.5"
03/04/2023 7:27:50 AM,"543","16.9","28","827.5"
03/04/2023 7:28:24 AM,"529","17.0","28","827.6"
03/04/2023 7:29:24 AM,"529","17.0","28","827.6"
03/04/2023 7:31:24 AM,"529","17.0","28","827.6"
03/04/2023 7:32:24 AM,"529","17.0","28","827.6"
03/04/2023 7:32:50 AM,"529","17.0","28","827.6"
03/04/2023 7:33:24 AM,"532","17.0","28","827.6"
03/04/2023 7:34:24 AM,"532","17.0","28","827.6"
03/04/2023 7:36:24 AM,"532","17.0","28","827.6"
03/04/2023 7:37:24 AM,"532","17.0","28","827.6"
03/04/2023 7:37:50 AM,"532","17.0","28","827.6"
03/04/2023 7:38:24 AM,"514","16.9","28","827.6"
03/04/2023 7:39:24 AM,"514","16.9","28","827.6"
03/04/2023 7:41:24 AM,"514","16.9","28","827.6"
03/04/2023 7:42:24 AM,"514","16.9","28","827.6"
03/04/2023 7:42:50 AM,"514","16.9","28","827.6"
03/04/2023 7:43:24 AM,"525","16.9","28","827.6"
03/04/2023 7:44:24 AM,"525","16.9","28","827.6"
03/04/2023 7:46:24 AM,"525","16.9","28","827.6"
03/04/2023 7:47:24 AM,"525","16.9","28","827.6"
03/04/2023 7:47:50 AM,"525","16.9","28","827.6"
03/04/2023 7:48:24 AM,"530","16.9","28","827.5"
03/04/2023 7:49:24 AM,"530","16.9","28","827.5"
03/04/2023 7:51:24 AM,"530","16.9","28","827.5"
03/04/2023 7:52:24 AM,"530","16.9","28","827.5"
03/04/2023 7:52:50 AM,"530","16.9","28","827.5"
03/04/2023 7:53:24 AM,"541","16.9","28","827.4"
03/04/2023 7:54:24 AM,"541","16.9","28","827.4"
03/04/2023 7:56:24 AM,"541","16.9","28","827.4"
03/04/2023 7:57:24 AM,"541","16.9","28","827.4"
03/04/2023 7:57:50 AM,"541","16.9","28","827.4"
03/04/2023 7:58:24 AM,"526","16.9","28","827.4"
03/04/2023 7:59:24 AM,"526","16.9","28","827.4"
03/04/2023 8:01:24 AM,"526","16.9","28","827.4"
03/04/2023 8:02:24 AM,"526","16.9","28","827.4"
03/04/2023 8:02:50 AM,"526","16.9","28","827.4"
03/04/2023 8:03:24 AM,"533","16.9","28","827.4"
03/04/2023 8:04:24 AM,"533","16.9","28","827.4"
03/04/2023 8:06:24 AM,"533","16.9","28","827.4"
03/04/2023 8:07:24 AM,"533","16.9","28","827.4"
03/04/2023 8:07:50 AM,"533","16.9","28","827.4"
03/04/2023 8:08:24 AM,"520","16.9","28","827.4"
03/04/2023 8:09:24 AM,"520","16.9","28","827.4"
03/04/2023 8:11:24 AM,"520","16.9","28","827.4"
03/04/2023 8:12:24 AM,"520","16.9","28","827.4"
03/04/2023 8:12:50 AM,"520","16.9","28","827.4"
03/04/2023 8:13:24 AM,"513","16.9","28","827.4"
03/04/2023 8:14:24 AM,"513","16.9","28","827.4"
03/04/2023 8:16:24 AM,"513","16.9","28","827.4"
03/04/2023 8:17:24 AM,"513","16.9","28","827.4"
03/04/2023 8:17:50 AM,"513","16.9","28","827.4"
03/04/2023 8:18:24 AM,"531","16.9","28","827.3"
03/04/2023 8:19:24 AM,"531","16.9","28","827.3"
03/04/2023 8:21:24 AM,"531","16.9","28","827.3"
03/04/2023 8:22:24 AM,"531","16.9","28","827.3"
03/04/2023 8:22:50 AM,"531","16.9","28","827.3"
03/04/2023 8:23:24 AM,"501","16.6","27","827.2"
03/04/2023 8:24:24 AM,"501","16.6","27","827.2"
03/04/2023 8:26:24 AM,"501","16.6","27","827.2"
03/04/2023 8:27:24 AM,"501","16.6","27","827.2"
03/04/2023 8:27:50 AM,"501","16.6","27","827.2"
03/04/2023 8:28:24 AM,"491","16.0","27","827.2"
03/04/2023 8:29:24 AM,"491","16.0","27","827.2"
03/04/2023 8:31:24 AM,"491","16.0","27","827.2"
03/04/2023 8:32:24 AM,"491","16.0","27","827.2"
03/04/2023 8:32:50 AM,"491","16.0","27","827.2"
03/04/2023 8:33:24 AM,"484","15.5","27","827.1"
03/04/2023 8:34:24 AM,"484","15.5","27","827.1"
03/04/2023 8:36:24 AM,"484","15.5","27","827.1"
03/04/2023 8:37:24 AM,"484","15.5","27","827.1"
03/04/2023 8:37:50 AM,"484","15.5","27","827.1"
03/04/2023 8:38:24 AM,"480","15.0","27","827.2"
03/04/2023 8:39:24 AM,"480","15.0","27","827.2"
03/04/2023 8:41:24 AM,"480","15.0","27","827.2"
03/04/2023 8:42:24 AM,"480","15.0","27","827.2"
03/04/2023 8:42:50 AM,"480","15.0","27","827.2"
03/04/2023 8:43:24 AM,"477","14.7","27","827.2"
03/04/2023 8:44:24 AM,"477","14.7","27","827.2"
03/04/2023 8:46:24 AM,"477","14.7","27","827.2"
03/04/2023 8:47:24 AM,"477","14.7","27","827.2"
03/04/2023 8:47:50 AM,"477","14.7","27","827.2"
03/04/2023 8:48:24 AM,"469","14.3","27","827.1"
03/04/2023 8:49:24 AM,"469","14.3","27","827.1"
03/04/2023 8:51:24 AM,"469","14.3","27","827.1"
03/04/2023 8:52:24 AM,"469","14.3","27","827.1"
03/04/2023 8:52:50 AM,"469","14.3","27","827.1"
03/04/2023 8:53:24 AM,"477","13.9","28","827.0"
03/04/2023 8:54:24 AM,"477","13.9","28","827.0"
03/04/2023 8:56:24 AM,"477","13.9","28","827.0"
03/04/2023 8:57:24 AM,"477","13.9","28","827.0"
03/04/2023 8:57:50 AM,"477","13.9","28","827.0"
03/04/2023 8:58:24 AM,"475","13.7","28","827.0"
03/04/2023 8:59:24 AM,"475","13.7","28","827.0"
03/04/2023 9:01:24 AM,"475","13.7","28","827.0"
03/04/2023 9:02:24 AM,"475","13.7","28","827.0"
03/04/2023 9:02:50 AM,"475","13.7","28","827.0"
03/04/2023 9:03:24 AM,"483","13.5","28","827.0"
03/04/2023 9:04:24 AM,"483","13.5","28","827.0"
03/04/2023 9:06:24 AM,"483","13.5","28","827.0"
03/04/2023 9:07:24 AM,"483","13.5","28","827.0"
03/04/2023 9:07:50 AM,"483","13.5","28","827.0"
03/04/2023 9:08:24 AM,"477","13.3","28","827.0"
03/04/2023 9:09:24 AM,"477","13.3","28","827.0"
03/04/2023 9:11:24 AM,"477","13.3","28","827.0"
03/04/2023 9:12:24 AM,"477","13.3","28","827.0"
03/04/2023 9:12:50 AM,"477","13.3","28","827.0"
03/04/2023 9:13:24 AM,"479","13.1","28","827.0"
03/04/2023 9:14:24 AM,"479","13.1","28","827.0"
03/04/2023 9:16:24 AM,"479","13.1","28","827.0"
03/04/2023 9:17:24 AM,"479","13.1","28","827.0"
03/04/2023 9:17:50 AM,"479","13.1","28","827.0"
03/04/2023 9:18:24 AM,"466","13.0","28","826.9"
03/04/2023 9:19:24 AM,"466","13.0","28","826.9"
03/04/2023 9:21:24 AM,"466","13.0","28","826.9"
03/04/2023 9:22:24 AM,"466","13.0","28","826.9"
03/04/2023 9:22:50 AM,"466","13.0","28","826.9"
03/04/2023 9:23:24 AM,"472","12.8","28","826.9"
03/04/2023 9:24:24 AM,"472","12.8","28","826.9"
03/04/2023 9:26:24 AM,"472","12.8","28","826.9"
03/04/2023 9:27:24 AM,"472","12.8","28","826.9"
03/04/2023 9:27:50 AM,"472","12.8","28","826.9"
03/04/2023 9:28:24 AM,"482","12.6","28","826.8"
03/04/2023 9:29:24 AM,"482","12.6","28","826.8"
03/04/2023 9:31:24 AM,"482","12.6","28","826.8"
03/04/2023 9:32:24 AM,"482","12.6","28","826.8"
03/04/2023 9:32:50 AM,"482","12.6","28","826.8"
03/04/2023 9:33:24 AM,"478","12.5","28","826.7"
03/04/2023 9:34:24 AM,"478","12.5","28","826.7"
03/04/2023 9:36:24 AM,"478","12.5","28","826.7"
03/04/2023 9:37:24 AM,"478","12.5","28","826.7"
03/04/2023 9:37:50 AM,"478","12.5","28","826.7"
03/04/2023 9:38:24 AM,"483","12.4","29","826.6"
03/04/2023 9:39:24 AM,"483","12.4","29","826.6"
03/04/2023 9:41:24 AM,"483","12.4","29","826.6"
03/04/2023 9:42:24 AM,"483","12.4","29","826.6"
03/04/2023 9:42:50 AM,"483","12.4","29","826.6"
03/04/2023 9:43:24 AM,"472","12.4","29","826.7"
03/04/2023 9:44:24 AM,"472","12.4","29","826.7"
03/04/2023 9:46:24 AM,"472","12.4","29","826.7"
03/04/2023 9:47:24 AM,"472","12.4","29","826.7"
03/04/2023 9:47:50 AM,"472","12.4","29","826.7"
03/04/2023 9:48:24 AM,"479","12.2","29","826.6"
03/04/2023 9:49:24 AM,"479","12.2","29","826.6"
03/04/2023 9:51:24 AM,"479","12.2","29","826.6"
03/04/2023 9:52:24 AM,"479","12.2","29","826.6"
03/04/2023 9:52:50 AM,"479","12.2","29","826.6"
03/04/2023 9:53:24 AM,"469","12.1","29","826.7"
03/04/2023 9:54:24 AM,"469","12.1","29","826.7"
03/04/2023 9:56:24 AM,"469","12.1","29","826.7"
03/04/2023 9:57:24 AM,"469","12.1","29","826.7"
03/04/2023 9:57:50 AM,"469","12.1","29","826.7"
03/04/2023 9:58:24 AM,"476","12.1","29","826.6"
03/04/2023 9:59:24 AM,"476","12.1","29","826.6"
03/04/2023 10:01:24 AM,"476","12.1","29","826.6"
03/04/2023 10:02:24 AM,"476","12.1","29","826.6"
03/04/2023 10:02:50 AM,"476","12.1","29","826.6"
03/04/2023 10:03:24 AM,"515","12.4","30","826.6"
03/04/2023 10:04:24 AM,"515","12.4","30","826.6"
03/04/2023 10:06:24 AM,"515","12.4","30","826.6"
03/04/2023 10:07:24 AM,"515","12.4","30","826.6"
03/04/2023 10:07:50 AM,"515","12.4","30","826.6"
03/04/2023 10:08:24 AM,"522","12.7","30","826.5"
03/04/2023 10:09:24 AM,"522","12.7","30","826.5"
03/04/2023 10:11:24 AM,"522","12.7","30","826.5"
03/04/2023 10:12:24 AM,"522","12.7","30","826.5"
03/04/2023 10:12:50 AM,"522","12.7","30","826.5"
03/04/2023 10:13:24 AM,"516","12.9","30","826.4"
03/04/2023 10:14:24 AM,"516","12.9","30","826.4"
03/04/2023 10:16:24 AM,"516","12.9","30","826.4"
03/04/2023 10:17:24 AM,"516","12.9","30","826.4"
03/04/2023 10:17:50 AM,"516","12.9","30","826.4"
03/04/2023 10:18:24 AM,"507","13.1","30","826.2"
03/04/2023 10:19:24 AM,"507","13.1","30","826.2"
03/04/2023 10:21:24 AM,"507","13.1","30","826.2"
03/04/2023 10:22:24 AM,"507","13.1","30","826.2"
03/04/2023 10:22:50 AM,"507","13.1","30","826.2"
03/04/2023 10:23:24 AM,"521","13.3","30","826.2"
03/04/2023 10:24:24 AM,"521","13.3","30","826.2"
03/04/2023 10:26:24 AM,"521","13.3","30","826.2"
03/04/2023 10:27:24 AM,"521","13.3","30","826.2"
03/04/2023 10:27:50 AM,"521","13.3","30","826.2"
03/04/2023 10:28:24 AM,"508","13.4","30","826.3"
03/04/2023 10:29:24 AM,"508","13.4","30","826.3"
03/04/2023 10:31:24 AM,"508","13.4","30","826.3"
03/04/2023 10:32:24 AM,"508","13.4","30","826.3"
03/04/2023 10:32:50 AM,"508","13.4","30","826.3"
03/04/2023 10:33:24 AM,"511","13.5","31","826.2"
03/04/2023 10:34:24 AM,"511","13.5","31","826.2"
03/04/2023 10:36:24 AM,"511","13.5","31","826.2"
03/04/2023 10:37:24 AM,"511","13.5","31","826.2"
03/04/2023 10:37:50 AM,"511","13.5","31","826.2"
03/04/2023 10:38:24 AM,"508","13.6","31","826.1"
03/04/2023 10:39:24 AM,"508","13.6","31","826.1"
03/04/2023 10:41:24 AM,"508","13.6","31","826.1"
03/04/2023 10:42:24 AM,"508","13.6","31","826.1"
03/04/2023 10:42:50 AM,"508","13.6","31","826.1"
03/04/2023 10:43:24 AM,"517","13.7","31","826.2"
03/04/2023 10:44:24 AM,"517","13.7","31","826.2"
03/04/2023 10:46:24 AM,"517","13.7","31","826.2"
03/04/2023 10:47:24 AM,"517","13.7","31","826.2"
03/04/2023 10:47:50 AM,"517","13.7","31","826.2"
03/04/2023 10:48:24 AM,"508","13.8","31","826.1"
03/04/2023 10:49:24 AM,"508","13.8","31","826.1"
03/04/2023 10:51:24 AM,"508","13.8","31","826.1"
03/04/2023 10:52:24 AM,"508","13.8","31","826.1"
03/04/2023 10:52:50 AM,"508","13.8","31","826.1"
03/04/2023 10:53:24 AM,"507","13.9","31","826.1"
03/04/2023 10:54:24 AM,"507","13.9","31","826.1"
03/04/2023 10:56:24 AM,"507","13.9","31","826.1"
03/04/2023 10:57:24 AM,"507","13.9","31","826.1"
03/04/2023 10:57:51 AM,"507","13.9","31","826.1"
03/04/2023 10:58:24 AM,"492","13.9","31","826.1"
03/04/2023 10:59:24 AM,"492","13.9","31","826.1"
03/04/2023 11:01:24 AM,"492","13.9","31","826.1"
03/04/2023 11:02:24 AM,"492","13.9","31","826.1"
03/04/2023 11:02:51 AM,"492","13.9","31","826.1"
03/04/2023 11:03:24 AM,"507","14.0","31","826.1"
03/04/2023 11:04:24 AM,"507","14.0","31","826.1"
03/04/2023 11:06:24 AM,"507","14.0","31","826.1"
03/04/2023 11:07:24 AM,"507","14.0","31","826.1"
03/04/2023 11:07:51 AM,"507","14.0","31","826.1"
03/04/2023 11:08:24 AM,"503","14.1","31","826.1"
03/04/2023 11:09:24 AM,"503","14.1","31","826.1"
03/04/2023 11:11:24 AM,"503","14.1","31","826.1"
03/04/2023 11:12:24 AM,"503","14.1","31","826.1"
03/04/2023 11:12:51 AM,"503","14.1","31","826.1"
03/04/2023 11:13:24 AM,"507","14.2","31","826.0"
03/04/2023 11:14:24 AM,"507","14.2","31","826.0"
03/04/2023 11:16:24 AM,"507","14.2","31","826.0"
03/04/2023 11:17:24 AM,"507","14.2","31","826.0"
03/04/2023 11:17:51 AM,"507","14.2","31","826.0"
03/04/2023 11:18:24 AM,"499","14.2","31","826.0"
03/04/2023 11:19:24 AM,"499","14.2","31","826.0"
03/04/2023 11:21:24 AM,"499","14.2","31","826.0"
03/04/2023 11:22:24 AM,"499","14.2","31","826.0"
03/04/2023 11:22:51 AM,"499","14.2","31","826.0"
03/04/2023 11:23:24 AM,"503","14.3","31","825.8"
03/04/2023 11:24:24 AM,"503","14.3","31","825.8"
03/04/2023 11:26:24 AM,"503","14.3","31","825.8"
03/04/2023 11:27:24 AM,"503","14.3","31","825.8"
03/04/2023 11:27:51 AM,"503","14.3","31","825.8"
03/04/2023 11:28:24 AM,"513","14.4","31","825.9"
03/04/2023 11:29:24 AM,"513","14.4","31","825.9"
03/04/2023 11:31:24 AM,"513","14.4","31","825.9"
03/04/2023 11:32:24 AM,"513","14.4","31","825.9"
03/04/2023 11:32:51 AM,"513","14.4","31","825.9"
03/04/2023 11:33:24 AM,"510","14.4","31","825.9"
03/04/2023 11:34:24 AM,"510","14.4","31","825.9"
03/04/2023 11:36:24 AM,"510","14.4","31","825.9"
03/04/2023 11:37:24 AM,"510","14.4","31","825.9"
03/04/2023 11:37:51 AM,"510","14.4","31","825.9"
03/04/2023 11:38:24 AM,"506","14.5","31","825.6"
03/04/2023 11:39:24 AM,"506","14.5","31","825.6"
03/04/2023 11:41:24 AM,"506","14.5","31","825.6"
03/04/2023 11:42:24 AM,"506","14.5","31","825.6"
03/04/2023 11:42:51 AM,"506","14.5","31","825.6"
03/04/2023 11:43:25 AM,"516","14.5","31","825.7"
03/04/2023 11:44:25 AM,"516","14.5","31","825.7"
03/04/2023 11:46:25 AM,"516","14.5","31","825.7"
03/04/2023 11:47:25 AM,"516","14.5","31","825.7"
03/04/2023 11:47:51 AM,"516","14.5","31","825.7"
03/04/2023 11:48:25 AM,"516","14.6","31","825.6"
03/04/2023 11:49:25 AM,"516","14.6","31","825.6"
03/04/2023 11:51:25 AM,"516","14.6","31","825.6"
03/04/2023 11:52:25 AM,"516","14.6","31","825.6"
03/04/2023 11:52:51 AM,"516","14.6","31","825.6"
03/04/2023 11:53:25 AM,"509","14.6","31","825.5"
03/04/2023 11:54:25 AM,"509","14.6","31","825.5"
03/04/2023 11:56:25 AM,"509","14.6","31","825.5"
03/04/2023 11:57:25 AM,"509","14.6","31","825.5"
03/04/2023 11:57:51 AM,"509","14.6","31","825.5"
03/04/2023 11:58:25 AM,"506","14.7","31","825.3"
03/04/2023 11:59:25 AM,"506","14.7","31","825.3"
03/04/2023 12:01:25 PM,"506","14.7","31","825.3"
03/04/2023 12:02:25 PM,"506","14.7","31","825.3"
03/04/2023 12:02:51 PM,"506","14.7","31","825.3"
03/04/2023 12:03:25 PM,"506","14.7","31","825.3"
03/04/2023 12:04:25 PM,"506","14.7","31","825.3"
03/04/2023 12:06:25 PM,"506","14.7","31","825.3"
03/04/2023 12:07:25 PM,"506","14.7","31","825.3"
03/04/2023 12:07:51 PM,"506","14.7","31","825.3"
03/04/2023 12:08:25 PM,"512","14.8","31","825.2"
03/04/2023 12:09:25 PM,"512","14.8","31","825.2"
03/04/2023 12:11:25 PM,"512","14.8","31","825.2"
03/04/2023 12:12:25 PM,"512","14.8","31","825.2"
03/04/2023 12:12:51 PM,"512","14.8","31","825.2"
03/04/2023 12:13:25 PM,"520","14.8","31","825.1"
03/04/2023 12:14:25 PM,"520","14.8","31","825.1"
03/04/2023 12:16:25 PM,"520","14.8","31","825.1"
03/04/2023 12:17:25 PM,"520","14.8","31","825.1"
03/04/2023 12:17:51 PM,"520","14.8","31","825.1"
03/04/2023 12:18:25 PM,"508","14.8","31","825.0"
03/04/2023 12:19:25 PM,"508","14.8","31","825.0"
03/04/2023 12:21:25 PM,"508","14.8","31","825.0"
03/04/2023 12:22:25 PM,"508","14.8","31","825.0"
03/04/2023 12:22:51 PM,"508","14.8","31","825.0"
03/04/2023 12:23:25 PM,"516","14.9","31","825.0"
03/04/2023 12:24:25 PM,"516","14.9","31","825.0"
03/04/2023 12:26:25 PM,"516","14.9","31","825.0"
03/04/2023 12:27:25 PM,"516","14.9","31","825.0"
03/04/2023 12:27:51 PM,"516","14.9","31","825.0"
03/04/2023 12:28:25 PM,"512","14.9","31","824.9"
03/04/2023 12:29:25 PM,"512","14.9","31","824.9"
03/04/2023 12:31:25 PM,"512","14.9","31","824.9"
03/04/2023 12:32:25 PM,"512","14.9","31","824.9"
03/04/2023 12:32:51 PM,"512","14.9","31","824.9"
03/04/2023 12:33:25 PM,"500","14.9","31","824.9"
03/04/2023 12:34:25 PM,"500","14.9","31","824.9"
03/04/2023 12:36:25 PM,"500","14.9","31","824.9"
03/04/2023 12:37:25 PM,"500","14.9","31","824.9"
03/04/2023 12:37:51 PM,"500","14.9","31","824.9"
03/04/2023 12:38:25 PM,"517","15.0","31","824.6"
03/04/2023 12:39:25 PM,"517","15.0","31","824.6"
03/04/2023 12:41:25 PM,"517","15.0","31","824.6"
03/04/2023 12:42:25 PM,"517","15.0","31","824.6"
03/04/2023 12:42:51 PM,"517","15.0","31","824.6"
03/04/2023 12:43:25 PM,"517","15.0","31","824.6"
03/04/2023 12:44:25 PM,"517","15.0","31","824.6"
03/04/2023 12:46:25 PM,"517","15.0","31","824.6"
03/04/2023 12:47:25 PM,"517","15.0","31","824.6"
03/04/2023 12:47:51 PM,"517","15.0","31","824.6"
03/04/2023 12:48:25 PM,"507","15.0","31","824.6"
03/04/2023 12:49:25 PM,"507","15.0","31","824.6"
03/04/2023 12:51:25 PM,"507","15.0","31","824.6"
03/04/2023 12:52:25 PM,"507","15.0","31","824.6"
03/04/2023 12:52:51 PM,"507","15.0","31","824.6"
03/04/2023 12:53:25 PM,"505","15.1","31","824.3"
03/04/2023 12:54:25 PM,"505","15.1","31","824.3"
03/04/2023 12:56:25 PM,"505","15.1","31","824.3"
03/04/2023 12:57:25 PM,"505","15.1","31","824.3"
03/04/2023 12:57:51 PM,"505","15.1","31","824.3"
03/04/2023 12:58:25 PM,"520","15.1","31","824.3"
03/04/2023 12:59:25 PM,"520","15.1","31","824.3"
03/04/2023 1:01:25 PM,"520","15.1","31","824.3"
03/04/2023 1:02:25 PM,"520","15.1","31","824.3"
03/04/2023 1:02:51 PM,"520","15.1","31","824.3"
03/04/2023 1:03:25 PM,"510","15.1","31","824.1"
